iter	Logloss
389	0.04726424003
390	0.04722454303
391	0.04721257555
392	0.04711875815
393	0.04705734052
394	0.04701212277
395	0.04700060822
396	0.04696263739
397	0.04693203425
398	0.04689618717
399	0.04688477327
400	0.04687564417
401	0.04683646049
402	0.04678151979
403	0.04674730326
404	0.0466581561
405	0.04664648051
406	0.04663333541
407	0.0466081423
408	0.04658155014
409	0.04648100418
410	0.04648099914
411	0.04646849318
412	0.0464594295
413	0.04641237989
414	0.04640128808
415	0.04632755571
416	0.04630388245
417	0.04627917247
418	0.0462528571
419	0.04622952101
420	0.04620204312
421	0.04613223617
422	0.04608160336
423	0.04607414507
424	0.0460181576
425	0.04597715715
426	0.0459290356
427	0.04586042641
428	0.04584431711
429	0.04581284334
430	0.04580646203
431	0.04577276889
432	0.04576624163
433	0.04573369089
434	0.04572553811
435	0.0456489724
436	0.04564287291
437	0.04558630166
438	0.04552836154
439	0.04552374163
440	0.04551755155
441	0.04551326379
442	0.04550934844
443	0.04550289164
444	0.04549009378
445	0.04541346769
446	0.04540840491
447	0.04533291618
448	0.04529909723
449	0.04529310342
450	0.04526734163
451	0.0452488318
452	0.04521133906
453	0.04513301195
454	0.045112786
455	0.04506651141
456	0.04495869337
457	0.04494880435
458	0.04492400881
459	0.04486789552
460	0.04484285843
461	0.04482160583
462	0.04475265946
463	0.04468002923
464	0.04461132945
465	0.04455105925
466	0.04454571968
467	0.04452524714
468	0.04452182498
469	0.04448430708
470	0.04448044709
471	0.04444946651
472	0.04444434335
473	0.04439486803
474	0.04433276093
475	0.04432443704
476	0.04427033175
477	0.0442519578
478	0.04419819472
479	0.04419439009
480	0.04417356023
481	0.04414281115
482	0.04411975689
483	0.04406074987
484	0.04405628094
485	0.0440103234
486	0.04394085363
487	0.04391194648
488	0.04390874576
489	0.0438783087
490	0.04386308011
491	0.0438176057
492	0.04381373061
493	0.04377213128
494	0.04372310387
495	0.04371691882
496	0.04365254707
497	0.04364911485
498	0.04364614562
499	0.04361368547
500	0.04358201039
501	0.04357429041
502	0.04352489562
503	0.0434649324
504	0.04345164135
505	0.04344701641
506	0.04341680079
507	0.04340091796
508	0.04339609675
509	0.04335157349
510	0.04329886726
511	0.04327908921
512	0.04324286468
513	0.04321563841
514	0.04320575946
515	0.0431815628
516	0.04313815175
517	0.04309227473
518	0.04304854159
519	0.04303190387
520	0.04301668031
521	0.04294986272
522	0.04294742192
523	0.04293065335
524	0.04292540437
525	0.04287533018
526	0.04286611552
527	0.04282341406
528	0.04282112424
529	0.04271230974
530	0.04262463713
531	0.04253276734
532	0.04250115266
533	0.04249885781
534	0.04247605014
535	0.0424712088
536	0.0424671626
537	0.04241176394
538	0.04234450851
539	0.04232244567
540	0.0422393678
541	0.04217505392
542	0.04211578772
543	0.04209419542
544	0.04205241241
545	0.04200866669
546	0.04197744203
547	0.04195505711
548	0.04184331365
549	0.04178969652
550	0.04176887673
551	0.04176642586
552	0.04174612443
553	0.04174383209
554	0.04171074034
555	0.04170872479
556	0.04166965938
557	0.04158996592
558	0.04147748016
559	0.0414170615
560	0.04141471883
561	0.04141199117
562	0.04138310666
563	0.04134298944
564	0.04129564794
565	0.04127661471
566	0.04124920475
567	0.04122894106
568	0.04122686512
569	0.04118916353
570	0.04111206437
571	0.04110837046
572	0.04106447124
573	0.04102857887
574	0.04101535324
575	0.04101337795
576	0.04097684392
577	0.04096882953
578	0.04094493987
579	0.04094306523
580	0.0408997498
581	0.04087241029
582	0.04086897052
583	0.04084382271
584	0.04081937694
585	0.04079091517
586	0.04075169375
587	0.04065555381
588	0.04059832077
589	0.04051427665
590	0.0404977421
591	0.04048113206
592	0.04044855113
593	0.04040258855
594	0.0403737116
595	0.04035953985
596	0.04034261779
597	0.0403279302
598	0.04028155495
599	0.04027069967
600	0.04020283782
601	0.04018685182
602	0.04017557884
603	0.04013382602
604	0.04011164743
605	0.04008871396
606	0.0400723178
607	0.04006283642
608	0.0400478519
609	0.03997593882
610	0.03997392327
611	0.03995533543
612	0.03995338279
613	0.03992678559
614	0.03992512232
615	0.03989484631
616	0.03985029789
617	0.03981150423
618	0.03978706098
619	0.03976340785
620	0.03972827539
621	0.03972650895
622	0.0396564227
623	0.03965472923
624	0.03961125276
625	0.0395824689
626	0.03956999062
627	0.03951367602
628	0.03947971112
629	0.03945168467
630	0.03944140311
631	0.03938138454
632	0.03936186063
633	0.03934085212
634	0.03932582734
635	0.03931427002
636	0.03931237274
637	0.03928773321
638	0.03927811847
639	0.03927649043
640	0.03920577761
641	0.03918678968
642	0.03909453742
643	0.03902686429
644	0.03900752911
645	0.03899625109
646	0.03896438729
647	0.03892874906
648	0.03891768997
649	0.03890489462
650	0.03887530556
651	0.03884929466
652	0.03879053674
653	0.03878894393
654	0.03878731841
655	0.03878571301
656	0.03877345868
657	0.03874846184
658	0.0387376594
659	0.03871027964
660	0.03864636836
661	0.03859656845
662	0.0385859195
663	0.03854720888
664	0.03853669582
665	0.03849362446
666	0.03845394004
667	0.03844349995
668	0.03842086591
669	0.03841154808
670	0.038386745
671	0.03832133653
672	0.03827565327
673	0.03826549248
674	0.03824414175
675	0.03823265237
676	0.03821177218
677	0.03815333384
678	0.03811586627
679	0.03810588414
680	0.03808239205
681	0.03803378485
682	0.03798874324
683	0.03798728631
684	0.03797178847
685	0.03791766305
686	0.03788978255
687	0.03786730703
688	0.03782444453
689	0.03779187114
690	0.0377724328
691	0.03774837705
692	0.03771571559
693	0.03769325518
694	0.03767349475
695	0.037593293
696	0.03753924055
697	0.0375212541
698	0.03746683931
699	0.03744575782
700	0.03742664156
701	0.03734685752
702	0.03733674706
703	0.03727313522
704	0.03726344499
705	0.0372426881
706	0.03721266623
707	0.03716583806
708	0.03716444403
709	0.03714188045
710	0.03713242674
711	0.03710334848
712	0.03705686504
713	0.03705555153
714	0.03704624881
715	0.03699466736
716	0.03699315255
717	0.03693846348
718	0.03690385693
719	0.03688666059
720	0.0368546584
721	0.0368532065
722	0.03683447523
723	0.03680165273
724	0.0367729645
725	0.03675979423
726	0.03671067874
727	0.03670173333
728	0.03667667862
729	0.03664597484
730	0.03662682083
731	0.0365350215
732	0.0365260484
733	0.03646283917
734	0.03644789744
735	0.03641178866
736	0.03636166666
737	0.03633884641
738	0.03628637671
739	0.03626012173
740	0.03625880319
741	0.03624924632
742	0.03619553357
743	0.03616466874
744	0.03614120685
745	0.0361411842
746	0.03610923737
747	0.03602762902
748	0.03599719951
749	0.03598855857
750	0.03595405267
751	0.03587058477
752	0.03583791074
753	0.03578484971
754	0.03578389351
755	0.03573238
756	0.03570479642
757	0.0356816868
758	0.03566580397
759	0.03565639808
760	0.03561197548
761	0.03558369488
762	0.03553795877
763	0.03553090058
764	0.03550626106
765	0.03545844146
766	0.03543473297
767	0.03539103505
768	0.03538257025
769	0.03530957516
770	0.03523689965
771	0.03521493997
772	0.03517782971
773	0.03513593598
774	0.03510037827
775	0.03505429995
776	0.03505379669
777	0.035037086
778	0.03503626821
779	0.03499628434
780	0.03499501613
781	0.03498051223
782	0.03497940506
783	0.03497112647
784	0.03496289568
785	0.03493561657
786	0.03486379659
787	0.03485151457
788	0.03483413455
789	0.03475908617
790	0.03475789093
791	0.03473657794
792	0.03470910004
793	0.03470251491
794	0.03467432742
795	0.03466636839
796	0.03464985145
797	0.03457179359
798	0.03456406103
799	0.03455819304
800	0.03453530234
801	0.03449739189
802	0.03445124312
803	0.03441002627
804	0.03437629539
805	0.03436884968
806	0.03434778078
807	0.03433735327
808	0.03430237682
809	0.034229963
810	0.03419044213
811	0.03417810727
812	0.03415448936
813	0.03409567106
814	0.03403200638
815	0.03399386947
816	0.03399258113
817	0.03397272256
818	0.03394714446
819	0.03391053494
820	0.03390963159
821	0.03390782741
822	0.03389977528
823	0.03385693794
824	0.03384827938
825	0.03384131932
826	0.03378702028
827	0.03378252618
828	0.03377424507
829	0.03374536056
830	0.03373694357
831	0.03372354432
832	0.03360990861
833	0.03360425199
834	0.03360040458
835	0.0335730223
836	0.03351209535
837	0.03350483333
838	0.03349694224
839	0.03349015329
840	0.03346407445
841	0.03345687282
842	0.03345124136
843	0.0334404968
844	0.03341053281
845	0.03340356771
846	0.0333145665
847	0.03325861928
848	0.03320106667
849	0.03319771749
850	0.03318187241
851	0.03317164117
852	0.03316380292
853	0.0331559999
854	0.03315011681
855	0.03313720824
856	0.0331071285
857	0.03303837587
858	0.0330372989
859	0.03302732684
860	0.03294404767
861	0.03294299083
862	0.03288125363
863	0.03288017414
864	0.03287323924
865	0.032843469
866	0.03278251185
867	0.03270812022
868	0.03264490596
869	0.0326380541
870	0.03263050019
871	0.03260625321
872	0.03253871847
873	0.03252625277
874	0.03247413283
875	0.03246749234
876	0.03244038182
877	0.03243397534
878	0.03241924749
879	0.03240825633
880	0.03234357003
881	0.03232023898
882	0.0323192224
883	0.03224951611
884	0.0321703083
885	0.03213755877
886	0.0321274936
887	0.03207471943
888	0.03205801126
889	0.03201224496
890	0.0319916315
891	0.0319601376
892	0.03190574545
893	0.03186107877
894	0.03185153699
895	0.03178545164
896	0.03173865618
897	0.03166499176
898	0.03164924481
899	0.03161882788
900	0.03159294531
901	0.03153410436
902	0.03152495009
903	0.03149318947
904	0.03148759324
905	0.03142649517
906	0.03142031264
907	0.0313685777
908	0.03133989198
909	0.03129416594
910	0.0312880438
911	0.0312681173
912	0.03124867643
913	0.03122087141
914	0.03120079896
915	0.03115759928
916	0.03113919261
917	0.03113222248
918	0.03111448263
919	0.03110851902
920	0.03105384756
921	0.0310249228
922	0.03097849974
923	0.0309297617
924	0.03091974183
925	0.03086407141
926	0.03085213915
927	0.03082248215
928	0.0307997701
929	0.03079386437
930	0.030767627
931	0.03075368172
932	0.03072104039
933	0.03069955378
934	0.03064965069
935	0.03064881529
936	0.03060830048
937	0.03058029416
938	0.03056326139
939	0.03050983046
940	0.03046532482
941	0.0304183658
942	0.03039488126
943	0.03037687971
944	0.03036842497
945	0.03032182074
946	0.03029481088
947	0.03025802018
948	0.03024911755
949	0.03022065075
950	0.03019954158
951	0.03019160268
952	0.03015618337
953	0.03011061837
954	0.03011026106
955	0.03010168554
956	0.03010129803
957	0.03009678883
958	0.03009118757
959	0.03003600782
960	0.03001582717
961	0.02998096396
962	0.02993961626
963	0.02992924914
964	0.02992869556
965	0.02990688686
966	0.02990240535
967	0.02988545561
968	0.0298782716
969	0.02983195423
970	0.02982339381
971	0.02979274287
972	0.02979189488
973	0.02979185462
974	0.02977402921
975	0.02976812348
976	0.02972605612
977	0.0297042122
978	0.02969504283
979	0.02969438105
980	0.02965738905
981	0.02963019801
982	0.02959630861
983	0.02954847894
984	0.02953958637
985	0.02953229416
986	0.02953149398
987	0.02949298466
988	0.02945851399
989	0.0294060619
990	0.02935206733
991	0.02931403107
992	0.02928275609
993	0.02922229465
994	0.02921519116
995	0.02919240363
996	0.02915959622
997	0.02915421639
998	0.0291126372
999	0.02908966346
